#OTU ID	SZMB12	SZMB7	SZMB6	SZMB5	SZMB9	SZMB10
314186	2	1	2	0	0	1
320581	0	1	3	2	0	0
322282	0	0	3	3	0	0
325213	0	0	0	4	0	2
327944	4	2	0	0	0	0
331240	0	6	0	0	0	0
331881	0	0	6	0	0	0
333114	1	2	0	3	0	0
333675	1	3	1	1	0	0
337511	0	1	1	4	0	0
338910	6	0	0	0	0	0
3390534	6	0	0	0	0	0
344154	0	0	0	0	6	0
345556	3	0	0	2	0	1
348026	2	0	0	3	0	1
349680	2	2	1	0	1	0
352202	3	2	0	0	0	1
356624	0	4	1	0	1	0
363454	0	0	5	1	0	0
366143	0	2	1	2	0	1
367176	0	1	2	2	0	1
369526	1	3	0	0	0	2
370357	4	0	0	0	2	0
3750380	0	1	0	2	3	0
4302723	2	0	1	0	3	0
4362257	1	2	0	1	1	1
4403259	0	0	1	0	5	0
4451899	0	3	1	0	1	1
512398	1	0	0	4	0	1
513035	0	0	6	0	0	0
535375	0	6	0	0	0	0
557751	2	1	1	0	0	2
563572	0	0	1	1	2	2
667010	1	0	2	1	0	2
663228	0	0	1	5	0	0
685156	0	0	4	0	2	0
688800	3	0	1	0	0	2
758482	2	1	2	0	0	1
769075	1	0	0	0	5	0
803010	0	0	0	0	6	0
805066	2	3	0	0	1	0
821678	3	0	3	0	0	0
846798	3	3	0	0	0	0
104752	0	1	0	4	2	0
105921	0	2	0	1	0	4
111712	0	7	0	0	0	0
1141030	0	0	0	1	4	2
114912	0	1	1	1	0	4
152890	0	0	7	0	0	0
1579257	2	0	2	3	0	0
174038	0	5	0	1	0	1
175485	3	2	1	0	0	1
175761	0	0	0	3	2	2
176113	0	5	1	1	0	0
176060	1	0	4	1	0	1
176853	0	3	1	3	0	0
176947	1	2	0	2	1	1
178331	1	1	0	0	1	4
178491	0	0	0	7	0	0
179157	0	2	5	0	0	0
180123	0	2	1	3	1	0
180771	0	0	1	5	1	0
189611	1	2	1	1	1	1
192983	0	6	1	0	0	0
193863	0	6	1	0	0	0
195947	3	0	2	0	0	2
198404	3	1	1	1	0	1
199710	1	1	0	1	4	0
211935	1	5	0	0	0	1
212359	0	6	1	0	0	0
214031	7	0	0	0	0	0
235212	0	0	0	0	0	7
259609	1	2	0	0	2	2
262102	0	0	1	0	5	1
274694	0	2	1	1	3	0
279059	3	1	0	2	0	1
279026	0	4	0	1	1	1
292801	1	0	0	6	0	0
294302	1	1	1	2	0	2
297641	2	3	0	1	1	0
300646	0	1	0	0	5	1
306368	7	0	0	0	0	0
306980	7	0	0	0	0	0
308157	0	3	2	0	2	0
310380	0	3	4	0	0	0
310857	1	2	3	1	0	0
311087	0	2	2	1	1	1
311305	0	0	1	0	6	0
316009	0	1	2	1	0	3
317288	1	1	0	3	2	0
319400	2	0	2	0	3	0
319690	0	5	0	0	0	2
320250	0	2	2	3	0	0
321228	0	0	2	2	3	0
325539	0	0	5	1	1	0
325557	0	3	1	1	0	2
327050	0	0	0	1	1	5
330992	1	2	1	1	2	0
336139	2	3	0	0	2	0
341221	0	3	2	0	0	2
344726	1	6	0	0	0	0
349140	2	5	0	0	0	0
349431	0	1	1	5	0	0
351457	0	3	1	0	1	2
354622	0	1	0	1	0	5
370086	0	1	1	1	2	2
372146	0	3	1	1	1	1
422283	5	2	0	0	0	0
4390692	0	0	7	0	0	0
4430891	0	1	6	0	0	0
4480176	1	0	0	0	0	6
510607	1	1	3	1	1	0
512048	0	3	0	2	2	0
512892	1	1	5	0	0	0
518699	0	0	4	2	1	0
524575	1	4	1	0	0	1
529472	0	3	0	0	4	0
536535	0	4	0	1	0	2
534926	0	0	4	2	0	1
537886	1	3	0	2	1	0
562376	0	2	2	3	0	0
568077	5	0	1	1	0	0
591399	0	5	0	2	0	0
634450	0	1	1	5	0	0
772972	0	1	0	1	3	2
834677	2	0	0	0	2	3
1017263	3	0	0	0	5	0
113654	0	0	2	6	0	0
158211	0	1	2	1	0	4
174383	0	3	2	3	0	0
174712	0	0	2	5	0	1
177175	0	6	2	0	0	0
178385	0	2	3	3	0	0
178839	6	0	0	2	0	0
178770	0	1	5	2	0	0
179325	1	0	1	0	0	6
179989	7	1	0	0	0	0
180401	1	4	0	1	0	2
187123	0	1	4	2	1	0
191273	0	3	4	1	0	0
192963	0	1	0	4	2	1
193722	2	2	2	0	2	0
196249	0	0	3	5	0	0
197867	1	6	0	1	0	0
261894	1	5	2	0	0	0
269141	1	3	0	2	0	2
273388	0	4	2	1	1	0
292215	0	2	1	4	1	0
295055	2	5	0	1	0	0
295970	0	1	1	0	5	1
297496	0	1	3	2	1	1
298302	0	3	1	3	0	1
299858	0	2	2	4	0	0
300297	1	0	2	3	2	0
301195	7	1	0	0	0	0
304427	2	1	3	2	0	0
314644	1	3	0	2	2	0
318332	0	0	1	1	3	3
318315	2	1	1	3	1	0
322604	0	6	0	0	0	2
326486	1	1	3	1	1	1
331435	0	0	2	0	4	2
332860	0	3	0	4	1	0
337030	2	2	2	2	0	0
339435	0	1	3	4	0	0
3412718	4	1	1	1	0	1
3449121	0	6	2	0	0	0
346974	0	5	0	0	3	0
350668	2	0	0	0	0	6
351067	1	5	0	2	0	0
351768	0	0	1	0	7	0
351907	0	4	2	0	2	0
352347	0	6	1	1	0	0
353577	3	1	3	0	0	1
359509	0	2	1	0	2	3
362108	0	1	0	0	0	7
367813	2	6	0	0	0	0
3680006	0	4	1	2	0	1
3805518	0	1	5	2	0	0
4329776	5	1	0	0	0	2
4374114	0	0	3	2	3	0
444791	2	0	0	0	6	0
4468234	2	4	0	0	0	2
523811	2	4	0	2	0	0
529905	1	4	1	1	0	1
539688	0	1	1	3	0	3
541394	1	7	0	0	0	0
583572	0	5	0	0	3	0
583134	2	4	0	0	0	2
739826	0	2	2	4	0	0
759816	6	1	0	1	0	0
788519	0	0	0	0	1	7
811108	1	4	0	1	2	0
823903	0	1	0	2	4	1
828230	4	2	0	0	2	0
835928	0	8	0	0	0	0
879327	0	2	3	1	0	2
105109	0	0	3	6	0	0
1105211	0	1	2	2	0	4
112842	0	0	0	0	0	9
177758	0	7	0	0	1	1
180473	1	2	0	4	0	2
182542	1	0	1	3	1	3
189150	0	0	2	7	0	0
186452	1	2	0	0	6	0
186554	0	0	0	3	0	6
190980	2	4	0	1	1	1
191872	1	5	2	1	0	0
192385	0	0	6	2	1	0
194065	9	0	0	0	0	0
194372	8	1	0	0	0	0
198521	0	5	1	0	0	3
209475	0	2	1	2	0	4
226014	0	9	0	0	0	0
269890	0	0	9	0	0	0
272850	0	0	1	0	0	8
276478	0	9	0	0	0	0
287544	4	3	0	0	1	1
287755	0	6	0	0	0	3
290498	0	0	3	0	1	5
291063	1	0	0	0	8	0
291348	0	8	1	0	0	0
291475	2	0	3	3	0	1
299187	0	3	0	2	0	4
300045	0	0	0	0	8	1
302600	0	3	0	1	5	0
302932	0	1	8	0	0	0
304211	2	2	1	4	0	0
306950	1	0	5	0	0	3
313216	0	0	0	8	0	1
313601	0	0	2	5	2	0
319704	5	0	0	1	0	3
321902	0	8	0	0	0	1
322803	3	0	1	3	0	2
326136	0	0	9	0	0	0
327149	0	3	4	0	0	2
331103	8	0	0	0	0	1
333197	0	1	1	4	0	3
337580	0	1	2	2	4	0
340197	1	0	3	1	3	1
340809	0	1	5	3	0	0
3424669	1	6	2	0	0	0
344906	1	1	2	5	0	0
345172	1	5	2	1	0	0
345282	2	0	1	0	6	0
348642	0	0	7	2	0	0
352898	0	3	1	3	0	2
3756485	2	2	0	0	0	5
42839	0	0	1	8	0	0
4296701	9	0	0	0	0	0
4303850	0	0	2	1	0	6
4340745	1	0	0	3	4	1
4378081	2	3	0	3	0	1
4395462	5	0	1	2	0	1
4404413	7	0	1	0	0	1
4453977	2	0	1	6	0	0
4484075	3	0	4	1	1	0
512114	1	2	1	3	2	0
512682	0	2	1	4	0	2
519162	0	0	0	9	0	0
540924	2	0	2	5	0	0
548032	8	1	0	0	0	0
550037	0	0	3	5	0	1
570421	7	0	2	0	0	0
576914	0	0	5	1	0	3
584309	2	4	2	1	0	0
673084	0	0	3	6	0	0
752354	0	0	2	1	6	0
810893	2	0	6	1	0	0
98091	8	1	0	0	0	0
983033	1	1	1	5	0	1
101572	1	4	3	1	1	0
1010876	0	0	3	1	0	6
109703	1	0	0	0	0	9
1657491	0	0	8	2	0	0
174033	1	4	1	0	2	2
174683	2	5	0	0	1	2
174605	2	2	1	0	0	5
177618	3	5	1	0	0	1
179499	3	0	3	0	4	0
179601	0	0	0	0	0	10
181140	0	5	1	1	1	2
183855	3	1	1	0	4	1
185148	0	4	0	3	0	3
196664	0	6	0	0	0	4
199256	2	0	0	2	5	1
207833	0	0	3	0	3	4
269833	0	0	4	5	1	0
277967	1	0	0	0	2	7
288318	0	6	1	1	0	2
291380	0	2	1	6	1	0
293288	3	1	1	0	3	2
294360	0	0	0	0	9	1
295804	1	9	0	0	0	0
302204	2	0	0	0	2	6
303326	1	2	7	0	0	0
307643	2	0	6	1	0	1
308759	2	2	1	1	2	2
315880	1	8	0	1	0	0
319197	1	7	2	0	0	0
323481	0	4	0	0	6	0
328523	3	5	2	0	0	0
329112	4	3	0	3	0	0
338105	0	0	7	2	1	0
340886	2	0	1	0	7	0
341448	1	2	0	0	0	7
342110	0	6	3	0	1	0
342303	1	6	0	0	0	3
346374	1	0	4	3	0	2
34789	0	0	0	1	7	2
363166	4	0	4	2	0	0
367217	3	0	2	1	2	2
367814	0	0	4	4	0	2
508984	0	6	1	3	0	0
511072	9	0	0	0	0	1
520004	0	0	0	0	8	2
528071	2	3	3	2	0	0
536831	0	0	0	0	0	10
555917	0	10	0	0	0	0
578310	0	0	0	10	0	0
704264	7	1	0	0	2	0
77804	3	0	1	2	2	2
1110284	0	0	0	0	0	11
1114226	10	0	0	0	1	0
146314	0	1	0	0	10	0
158836	1	2	1	2	2	3
176346	2	1	1	1	6	0
177933	1	0	2	2	2	4
180257	0	4	3	2	2	0
182167	3	1	1	3	3	0
185222	0	4	0	5	0	2
192878	2	2	3	4	0	0
193666	0	6	0	1	0	4
193915	0	7	1	1	1	1
194591	0	3	0	3	0	5
196315	0	1	10	0	0	0
199067	5	0	0	0	0	6
210647	9	1	0	0	1	0
213870	7	0	0	3	0	1
274115	0	5	3	1	2	0
26704	3	8	0	0	0	0
268425	1	5	0	2	3	0
272576	2	3	3	1	2	0
288428	0	11	0	0	0	0
289070	0	0	11	0	0	0
291997	2	8	0	0	1	0
294311	1	3	0	4	3	0
297875	0	0	4	6	1	0
298717	0	0	0	11	0	0
301032	3	1	1	6	0	0
302746	0	9	0	0	0	2
305016	0	10	0	0	1	0
311566	1	1	3	3	2	1
315683	1	0	5	4	1	0
316882	1	1	5	4	0	0
319816	0	1	0	4	5	1
323794	2	0	5	1	0	3
326014	1	3	2	1	1	3
334377	3	0	3	3	2	0
346461	7	0	0	0	4	0
346657	4	3	2	0	1	1
350273	2	0	4	4	0	1
352081	1	0	1	1	8	0
35260	0	0	3	8	0	0
353748	1	0	0	6	2	2
364824	0	9	0	0	0	2
3943182	0	10	0	0	0	1
4307265	2	8	0	1	0	0
4312432	0	0	4	6	1	0
4334755	1	4	1	1	3	1
4404459	0	0	0	11	0	0
49406	4	2	3	1	1	0
48899	0	0	0	0	0	11
539296	10	0	1	0	0	0
559149	7	3	0	0	1	0
568060	2	4	2	0	0	3
575756	0	0	1	6	0	4
578649	1	2	6	1	0	1
1029949	3	7	2	0	0	0
112374	2	0	4	4	2	0
158979	1	0	9	0	1	1
177567	2	8	1	1	0	0
177697	3	0	7	0	2	0
182242	0	0	0	0	0	12
183210	1	5	1	0	1	4
193458	0	3	0	1	0	8
195115	4	8	0	0	0	0
199344	6	4	0	2	0	0
233993	1	9	2	0	0	0
288683	0	8	1	0	2	1
294708	0	0	0	5	6	1
295861	0	0	0	12	0	0
295748	1	1	1	2	6	1
296064	12	0	0	0	0	0
300517	1	11	0	0	0	0
308319	0	0	8	4	0	0
305261	0	0	2	0	5	5
305787	0	11	0	0	0	1
306091	0	10	2	0	0	0
309470	3	0	3	0	6	0
312422	0	3	2	7	0	0
317677	0	7	3	2	0	0
320382	2	0	0	7	0	3
321078	2	7	0	1	2	0
322194	0	1	0	10	1	0
327031	0	8	0	0	0	4
333050	2	2	0	1	4	3
336485	0	0	0	12	0	0
336836	0	1	0	6	2	3
342022	4	4	1	0	2	1
346003	2	4	4	1	1	0
346743	2	4	0	3	1	2
347042	12	0	0	0	0	0
353620	2	0	0	2	7	1
355728	1	5	5	1	0	0
355779	1	4	4	3	0	0
359720	0	4	0	3	1	4
3946926	0	0	0	0	0	12
4359797	0	6	0	1	0	5
4375860	12	0	0	0	0	0
4446053	3	6	0	0	3	0
532384	2	2	3	2	1	2
532235	0	11	0	0	1	0
542096	8	1	0	1	2	0
560236	0	0	3	2	1	6
578533	0	0	4	4	0	4
579541	0	0	2	0	10	0
592913	5	6	0	0	0	1
616067	11	0	0	1	0	0
769222	1	3	2	2	3	1
106928	0	9	1	3	0	0
166869	0	13	0	0	0	0
182044	13	0	0	0	0	0
186463	2	7	1	0	2	1
215731	0	3	4	3	2	1
2154095	0	0	2	4	7	0
291938	0	4	0	2	0	7
292758	0	0	6	3	1	3
294363	3	1	1	1	3	4
316642	1	3	2	7	0	0
327176	2	0	2	3	3	3
340194	1	1	4	4	2	1
340711	6	3	1	2	1	0
346686	0	0	0	4	0	9
349257	0	13	0	0	0	0
355187	0	0	12	1	0	0
4318319	0	2	7	2	0	2
4450291	1	0	1	0	11	0
549950	0	0	3	0	0	10
594279	0	13	0	0	0	0
617806	5	1	0	5	0	2
662422	0	0	9	4	0	0
757903	2	0	0	0	0	11
1105687	0	0	2	4	0	8
137209	0	10	4	0	0	0
137353	0	2	3	6	1	2
143423	1	0	0	0	12	1
151675	1	13	0	0	0	0
168068	11	1	0	0	2	0
1737536	0	4	3	1	0	6
176865	0	0	3	2	0	9
193477	4	3	0	0	0	7
196307	9	4	1	0	0	0
196713	0	0	5	8	1	0
198998	3	3	2	2	3	1
205241	5	1	4	0	1	3
207286	0	10	0	0	2	2
232828	3	0	1	1	3	6
275476	5	0	1	0	0	8
290548	0	3	4	3	0	4
291518	1	0	2	4	0	7
304242	0	0	1	13	0	0
305214	0	0	1	0	0	13
309006	6	0	1	1	1	5
323906	2	2	0	0	10	0
324322	9	2	0	0	2	1
336063	0	0	0	2	3	9
336983	0	2	0	0	1	11
341023	0	12	0	2	0	0
356180	1	0	13	0	0	0
358712	1	6	0	0	7	0
4356269	0	0	6	8	0	0
518040	6	3	2	3	0	0
520081	1	4	5	0	1	3
566976	14	0	0	0	0	0
566391	0	0	5	8	0	1
578155	0	0	1	11	0	2
590980	2	3	4	5	0	0
16033	0	0	11	4	0	0
177179	5	6	0	0	0	4
177134	5	10	0	0	0	0
177343	0	1	1	0	12	1
182911	1	1	4	9	0	0
180874	2	6	1	3	0	3
192070	0	2	2	0	5	6
300222	0	11	3	1	0	0
301015	2	5	2	5	0	1
320972	10	5	0	0	0	0
327058	3	0	1	0	11	0
343313	0	0	2	13	0	0
348609	3	0	6	6	0	0
350143	2	9	2	0	1	1
350256	15	0	0	0	0	0
353173	3	0	4	0	7	1
356454	1	0	3	11	0	0
358944	1	2	6	0	0	6
511510	0	0	0	9	0	6
522433	0	0	11	1	2	1
574720	1	0	0	3	10	1
580090	1	10	1	0	0	3
581933	3	3	4	1	1	3
715152	3	8	3	0	1	0
109753	5	2	3	2	3	1
153291	0	0	0	15	1	0
173927	1	9	0	6	0	0
182886	4	2	2	0	4	4
182656	2	7	0	6	0	1
183045	0	11	0	1	0	4
191043	0	8	6	0	0	2
195934	4	6	1	0	0	5
212532	4	0	0	3	0	9
232273	1	1	0	3	0	11
271811	1	3	8	3	1	0
289636	3	6	1	2	0	4
296456	1	3	1	0	11	0
299441	0	0	0	16	0	0
304568	2	8	4	0	2	0
327017	3	12	0	0	0	1
338198	0	0	1	4	5	6
340783	0	13	1	1	0	1
356536	0	1	9	5	0	1
392887	2	10	2	1	0	1
40149	0	0	9	7	0	0
668257	0	0	5	0	0	11
798253	0	0	2	1	0	13
112382	0	3	2	5	1	6
177930	2	2	0	2	5	6
179159	2	8	3	2	2	0
184864	1	14	1	1	0	0
186841	3	13	0	1	0	0
269386	4	6	0	0	7	0
298408	0	5	0	4	2	6
299331	4	3	1	3	0	6
312152	0	3	7	3	2	2
319455	4	8	2	0	1	2
328429	0	0	0	0	1	16
363321	2	8	1	2	0	4
364341	0	12	2	1	0	2
369843	3	3	3	7	1	0
544243	0	5	0	4	8	0
571642	16	0	0	0	1	0
575261	0	0	0	0	0	17
607825	0	4	1	11	0	1
617216	3	5	2	0	7	0
766113	3	2	3	7	1	1
808380	2	2	5	0	3	5
177520	5	11	0	1	0	1
183104	0	0	14	4	0	0
183321	0	0	0	0	17	1
187917	4	0	1	2	10	1
262673	2	5	2	4	5	0
294545	3	1	1	11	1	1
302105	0	7	2	9	0	0
306728	6	6	1	2	2	1
311306	3	1	9	3	1	1
326539	2	7	2	2	3	2
335480	0	0	0	0	18	0
342940	0	4	5	9	0	0
349024	1	1	1	0	0	15
4144205	0	1	5	11	0	1
4343842	0	2	0	2	10	4
4310675	1	0	13	3	1	0
4406814	13	0	0	0	5	0
4437814	2	0	3	1	7	5
570049	3	13	1	0	0	1
588197	0	5	6	0	0	7
188856	12	3	1	3	0	0
196392	1	0	0	0	1	17
197426	3	8	4	2	1	1
262258	1	0	1	2	1	14
287471	1	15	0	0	1	2
289706	0	17	0	1	0	1
290253	1	4	8	3	3	0
292591	0	1	1	0	7	10
321517	0	1	5	8	1	4
332805	0	4	11	3	0	1
337619	1	12	2	3	0	1
340111	16	0	0	0	0	3
4307672	0	5	0	9	3	2
455805	0	0	0	0	0	19
641783	1	0	6	2	10	0
763985	3	0	2	5	9	0
99242	0	1	4	10	3	1
1131894	1	4	3	5	5	2
165935	0	0	9	3	1	7
182196	0	19	0	0	1	0
196597	7	7	2	3	1	0
2035344	3	10	4	0	0	3
23652	0	0	0	0	0	20
276149	0	0	2	18	0	0
289407	0	13	4	0	0	3
293473	1	0	3	16	0	0
297024	0	12	5	0	0	3
297963	0	3	3	6	4	4
300672	1	14	0	5	0	0
302525	3	2	0	5	8	2
321825	5	6	6	3	0	0
338640	17	0	0	0	3	0
350189	1	2	1	4	5	7
350666	0	1	2	6	11	0
3522002	0	0	0	0	0	20
4363614	2	5	7	4	0	2
446691	19	0	0	0	0	1
512907	2	10	0	2	3	3
684656	0	0	0	20	0	0
175184	3	8	7	2	0	1
175509	1	14	3	0	1	2
175967	0	8	1	1	1	10
184497	0	3	12	6	0	0
187126	1	19	0	1	0	0
191738	0	0	16	3	2	0
2017729	1	13	3	1	3	0
20439	0	0	13	8	0	0
278928	12	1	3	4	1	0
290974	1	6	3	1	1	9
304639	2	13	0	0	6	0
307536	3	0	10	7	0	1
324328	15	0	0	5	0	1
346455	3	8	2	0	0	8
352728	6	3	0	0	12	0
4373156	1	14	5	0	0	1
4438983	0	0	0	19	0	2
45365	2	5	8	1	4	1
538322	17	1	1	2	0	0
620319	0	0	0	20	1	0
804526	0	0	7	14	0	0
997267	0	1	0	0	20	0
162504	7	5	1	1	6	2
174752	1	11	0	1	0	9
186623	4	8	2	7	0	1
198947	2	10	5	3	0	2
269619	0	0	0	0	20	2
289569	1	0	12	7	2	0
291017	0	0	0	0	22	0
291784	1	8	4	2	6	1
291744	0	0	0	21	1	0
292816	3	2	8	6	0	3
316080	4	6	4	5	0	3
329729	2	0	9	6	0	5
338994	5	1	3	10	0	3
341272	3	5	2	8	0	4
347358	2	7	7	5	1	0
349238	0	7	8	5	1	1
349789	1	2	5	7	1	6
352010	10	7	3	1	1	0
360946	1	1	19	0	1	0
4456606	1	21	0	0	0	0
592933	3	7	2	2	0	8
176954	0	14	7	1	0	1
186478	2	15	4	2	0	0
192592	3	2	2	6	0	10
272425	2	2	4	11	4	0
295527	0	4	0	3	9	7
335212	5	0	5	13	0	0
338570	0	0	13	0	10	0
3392840	2	3	2	6	3	7
4390972	0	4	2	1	0	16
4474215	0	23	0	0	0	0
551822	1	1	9	10	2	0
580305	4	2	8	3	5	1
819081	0	1	12	10	0	0
850066	7	1	1	5	9	0
187196	1	14	2	3	2	2
291202	0	2	1	21	0	0
299648	1	8	0	4	0	11
302433	1	0	0	0	0	23
332292	2	2	8	2	10	0
360508	5	19	0	0	0	0
4338161	7	5	0	0	6	6
1040172	0	0	12	3	10	0
183715	7	0	6	8	4	0
192634	1	8	1	4	1	10
251456	0	0	7	8	0	10
260703	4	2	7	5	7	0
289327	2	10	9	3	0	1
291786	0	9	1	2	13	0
298842	0	0	25	0	0	0
301325	6	2	6	7	3	1
323061	21	1	1	1	0	1
333341	1	12	2	2	2	6
3641384	1	4	16	4	0	0
4296771	0	2	15	8	0	0
4324040	6	3	6	6	2	2
515751	25	0	0	0	0	0
575589	0	0	0	0	25	0
590836	0	7	1	11	2	4
184897	3	1	13	8	0	1
187882	12	3	1	7	3	0
216710	3	0	18	3	0	2
297385	9	0	4	9	3	1
2978122	4	5	0	5	2	10
303448	1	0	10	14	1	0
317004	1	0	0	9	1	15
323862	0	9	3	0	1	13
326785	2	0	10	1	13	0
334529	2	9	10	0	0	5
337013	1	21	0	2	0	2
342683	1	4	6	5	1	9
4338349	1	18	4	3	0	0
4335229	1	4	10	7	2	2
4379646	0	22	3	1	0	0
43950	6	7	2	3	6	2
646321	0	25	1	0	0	0
808794	1	13	5	1	0	6
146086	0	3	3	21	0	0
269360	0	1	3	0	2	21
290322	3	6	4	8	2	4
305207	7	10	7	1	2	0
305997	6	3	1	16	0	1
309806	0	11	3	4	0	9
311637	2	1	2	6	16	0
325910	3	13	2	1	8	0
332353	3	19	2	3	0	0
348362	0	0	11	16	0	0
372348	5	1	3	15	1	2
4454586	5	3	2	0	8	9
4480359	9	3	4	4	3	4
792436	1	13	9	3	0	1
1566691	0	1	5	6	4	12
233103	0	3	0	6	19	0
249776	0	0	27	1	0	0
289882	10	13	0	4	0	1
293508	5	0	0	10	13	0
335827	0	23	1	4	0	0
347735	1	0	22	5	0	0
352512	0	0	13	15	0	0
4449891	12	0	11	0	5	0
4406819	0	0	9	10	0	9
4443094	2	0	3	22	0	1
576919	2	0	0	0	24	2
609513	5	9	1	2	2	9
749151	3	8	5	2	4	6
307608	3	5	6	2	2	11
311515	2	3	3	14	7	0
338156	11	3	7	8	0	0
355533	2	6	7	2	12	0
4306729	10	6	1	10	2	0
582652	0	0	10	19	0	0
812218	2	20	3	2	1	1
179512	0	1	25	4	0	0
196215	4	8	9	6	0	3
294791	0	0	5	4	21	0
298254	1	13	6	9	1	0
309391	1	10	1	3	2	13
309658	5	4	5	3	9	4
325786	0	0	3	18	0	9
327704	0	0	16	3	1	10
334074	0	2	13	9	3	3
342213	9	1	15	0	4	1
819267	2	6	18	3	1	0
913036	17	1	0	9	0	3
184651	0	2	3	9	7	10
189920	8	15	1	0	3	4
299355	5	16	3	1	3	3
302239	4	18	4	3	1	1
332742	20	2	0	4	5	0
799034	0	0	15	16	0	0
97639	6	11	4	10	0	0
105287	3	4	18	7	0	0
180468	21	5	4	1	1	0
184287	32	0	0	0	0	0
185164	5	18	7	1	0	1
279582	1	4	6	5	11	5
292243	6	3	14	4	5	0
300374	6	2	15	4	5	0
311370	5	11	12	3	1	0
315200	0	0	9	8	0	15
318366	32	0	0	0	0	0
328207	0	27	1	4	0	0
4425526	0	0	6	1	25	0
564961	1	1	12	8	5	5
578908	6	11	0	2	0	13
181754	3	19	3	4	2	2
182163	0	0	0	0	9	24
196246	23	1	3	4	0	2
193946	9	21	1	0	2	0
19611	9	0	15	9	0	0
301578	10	15	3	1	1	3
318229	0	0	0	0	33	0
319896	3	2	2	9	13	4
344259	5	5	13	5	4	1
4331760	2	12	0	0	13	6
4474173	8	0	25	0	0	0
85903	5	6	3	7	0	12
110462	0	0	8	26	0	0
151013	0	0	6	4	24	0
278712	4	3	3	1	3	20
292456	9	19	3	1	2	0
297792	5	2	12	5	7	3
318957	0	0	19	14	0	1
323001	9	1	6	1	15	2
347587	34	0	0	0	0	0
461795	0	18	12	4	0	0
823634	0	33	0	1	0	0
187980	0	9	8	18	0	0
288810	3	1	15	15	0	1
338757	0	31	1	3	0	0
359563	6	2	14	9	3	1
361556	0	24	8	1	0	2
366376	6	0	0	2	3	24
174365	5	14	0	5	3	9
197072	7	2	5	2	8	12
22115	0	1	1	0	5	29
292544	6	18	0	0	0	12
343719	0	0	23	13	0	0
345834	0	3	0	0	12	21
4466621	36	0	0	0	0	0
513106	0	0	3	26	0	7
531339	1	35	0	0	0	0
579431	0	4	10	15	7	0
1026524	8	3	24	2	0	0
1579250	0	0	26	9	1	1
173851	16	21	0	0	0	0
181468	0	6	8	10	9	4
190772	4	14	4	11	0	4
206151	34	1	0	1	1	0
212686	13	12	3	3	3	3
268556	2	9	11	14	1	0
301498	1	15	2	2	3	14
586828	1	7	2	4	0	23
798164	1	3	2	10	3	18
110192	5	9	8	7	9	0
178015	6	5	17	5	0	5
300225	2	8	17	3	0	8
3325758	14	13	5	0	3	3
351682	3	7	1	0	3	24
392918	2	22	1	5	6	2
4314126	0	1	1	33	3	0
190301	3	20	11	3	1	1
335728	0	0	19	20	0	0
316911	13	8	0	1	1	16
322991	0	2	0	0	16	21
321063	3	14	14	5	2	1
342356	8	3	4	10	13	1
349884	9	3	5	11	5	6
353737	3	0	9	27	0	0
4353660	8	0	4	26	0	1
1106362	0	0	6	8	15	11
13995	8	17	0	13	0	2
210262	0	0	1	28	1	10
289973	3	6	5	3	13	10
331863	1	0	6	31	1	1
4296778	0	12	3	8	4	13
591245	0	6	6	20	6	2
590995	9	3	5	0	3	20
786081	5	1	12	9	9	4
192912	5	18	5	8	1	4
193484	0	12	1	1	23	4
196918	19	13	0	0	1	8
259684	8	3	2	28	0	0
296320	0	21	2	9	0	9
351967	1	8	3	3	16	10
194924	2	31	0	3	1	5
195465	6	26	6	1	1	2
28702	2	4	9	22	4	1
302300	1	2	5	14	18	2
318928	9	1	3	2	1	26
346474	29	0	4	8	0	1
432444	6	0	12	14	0	10
870421	0	0	42	0	0	0
111344	0	0	31	11	1	0
303037	2	17	4	4	0	16
346231	2	37	3	1	0	0
350910	4	8	12	6	13	0
564188	4	18	10	3	3	5
262632	9	1	9	2	23	0
317714	13	14	9	5	0	3
320121	2	4	3	7	13	15
347860	39	0	0	3	2	0
510286	38	0	0	6	0	0
174496	4	36	1	0	0	4
189866	3	26	0	1	1	14
199286	12	29	0	0	2	2
309564	4	13	6	5	3	14
318876	18	1	15	11	0	0
330414	7	29	3	0	4	2
337724	0	0	1	0	0	44
581384	10	1	0	0	4	30
105099	0	3	19	23	0	1
295854	1	27	6	1	1	10
309070	9	7	2	22	4	2
326265	3	0	14	10	13	6
583656	46	0	0	0	0	0
583958	12	6	11	8	4	5
196219	4	3	3	1	26	10
196518	10	2	4	5	2	24
311587	9	7	11	10	0	10
323135	1	0	0	0	0	46
339566	17	3	0	7	11	9
348358	12	11	0	2	5	17
353032	3	21	5	10	0	8
178760	3	11	2	3	4	25
2235415	3	11	24	7	0	3
292910	4	42	0	0	2	0
295629	5	21	7	7	0	8
313524	2	35	1	2	6	2
337468	9	10	13	7	8	1
338487	14	10	5	17	0	2
349036	2	7	13	14	10	2
547348	2	5	3	0	0	38
745650	0	31	3	7	2	5
3154070	10	5	4	0	20	10
320627	5	0	0	23	12	9
327209	0	0	42	6	0	1
344284	2	0	42	2	1	2
349204	9	3	28	6	3	0
359809	9	4	4	1	27	4
184320	8	6	11	12	0	13
307116	35	0	0	0	15	0
308646	3	46	0	0	0	1
526583	0	0	36	12	0	2
594265	5	0	26	13	0	6
138197	0	0	28	23	0	0
195177	13	27	1	1	3	6
