#OTU ID	SZMB7	SZ.SC5	SZMB12	SZ.SC2	SZ.SC7	SZMB10	SZMB6	SZ.SC4	SZMB5	SZ.SC6	SZ.SC1	SZMB9
NR_036847.1_Macrococcus_brunensis_strain_CCM_4811_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_036928.1_{Clostridium}_hathewayi_strain_1313_16S_ribosomal_RNA_gene__partial_sequence	309	7	42	52	14	465	201	2	44	0	0	304
NR_036908.1_Pseudomonas_straminea_strain_CB-7_16S_ribosomal_RNA_gene__partial_sequence	0	6	0	1	0	0	0	0	0	14	0	0
NR_036905.1_Staphylococcus_hyicus_strain_D._Sompolinsky_no._1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	1	0	0	1	0	39	1	0
NR_036901.1_Staphylococcus_chromogenes_strain_CBCC_1462_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	1	0
NR_036920.1_Gemella_cuniculi_strain_M60449_99_1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	2	0	0	0	1	0	0	0	0
NR_036909.1_Pseudomonas_taetrolens_strain_I11_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	2	0	0
NR_036912.1_Selenomonas_ruminantium_subsp._lactilytica_strain_JCM_6582_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	0	0	0	1	1	0	0	18	0
NR_041236.1_Lutispora_thermophila_strain_EBR46_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	1	1	0	0	1	0	0	0
NR_040884.1_Paenibacillus_illinoisensis_strain_JCM_9907_16S_ribosomal_RNA_gene__partial_sequence	0	4	0	0	0	0	0	0	0	17	0	0
NR_037002.1_Streptococcus_macedonicus_strain_LAB617_16S_ribosomal_RNA_gene__complete_sequence	1	98	1	35	4	17	1	96	0	6	712	0
NR_036956.1_Staphylococcus_hominis_strain_DM_122_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_040804.1_Stenotrophomonas_maltophilia_strain_ATCC_19861_16S_ribosomal_RNA_gene__complete_sequence	0	11	0	0	0	0	0	0	0	0	0	0
NR_037046.1_Staphylococcus_cohnii_subsp._urealyticus_strain_CK27_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	12	0	0
NR_040793.1_Bacillus_psychrosaccharolyticus_strain_ATCC_23296_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_037116.1_Bifidobacterium_choerinum_strain_Su_806_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	11	0	0	0	0	0	0	0	0
NR_040865.1_Bacteroides_ovatus_strain_JCM_5824_16S_ribosomal_RNA_gene__partial_sequence	10	0	0	44	7	0	0	0	0	0	0	1
NR_040930.1_Cedecea_neteri_strain_GTC1717_16S_ribosomal_RNA_gene__partial_sequence	0	8	0	2	0	0	0	3	0	0	0	0
NR_041019.1_Stenotrophomonas_koreensis_strain_TR6-01_16S_ribosomal_RNA_gene__partial_sequence	0	60	0	0	0	0	0	0	0	1	0	0
NR_041044.1_Pseudomonas_xanthomarina_strain_KMM_1447_16S_ribosomal_RNA_gene__partial_sequence	0	3	0	0	0	0	0	0	0	0	0	0
NR_041285.1_Prevotella_multisaccharivorax_strain_PPPA20_16S_ribosomal_RNA_gene__partial_sequence	0	4	0	0	0	0	0	15	0	0	250	0
NR_041243.1_Azohydromonas_australica_strain_IAM_12664_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	5	1	0	0	0	0	0	0	0
NR_041304.1_Sharpea_azabuensis_strain_ST18_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	1	0
NR_041305.1_Kandleria_vitulina_strain_JCM_1143_16S_ribosomal_RNA_gene__partial_sequence	1	0	0	8	0	0	0	0	0	0	0	0
NR_041342.1_Parabacteroides_distasonis_strain_JCM_5825_16S_ribosomal_RNA_gene__partial_sequence	86	0	38	0	0	143	91	0	4	0	1	125
NR_041327.1_Staphylococcus_sciuri_subsp._carnaticus_strain_GTC_1227_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	5	0	0
NR_041313.1_Bacteroides_finegoldii_strain_199_16S_ribosomal_RNA_gene__partial_sequence	21	0	46	0	0	15	1	0	2	0	0	9
NR_041882.1_Robinsoniella_peoriensis_strain_PPC31_16S_ribosomal_RNA_gene__complete_sequence	12	1	3	18	1	14	101	1	148	1	0	425
NR_041667.1_Parasutterella_excrementihominis_strain_YIT_11859_16S_ribosomal_RNA_gene__partial_sequence	4	0	9	0	0	4	4	0	1	0	0	27
NR_041491.1_Paenibacillus_nanensis_strain_MX2-3_16S_ribosomal_RNA_gene__partial_sequence	0	4	0	0	0	0	0	0	0	0	0	0
NR_041364.1_Prevotella_stercorea_strain_CB35_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	3	1	0	0	1	0	0	1	0
NR_041351.1_Bacteroides_dorei_strain_175_16S_ribosomal_RNA_gene__partial_sequence	7	1	182	0	0	7	67	0	2	0	0	164
NR_041343.1_Parabacteroides_merdae_strain_JCM_9497_16S_ribosomal_RNA_gene__partial_sequence	31	0	30	5	0	21	28	0	31	0	0	81
NR_041467.1_Lactobacillus_farraginis_strain_NRIC_0676_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	1	0
NR_041464.1_Parabacteroides_johnsonii_strain_M-165_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	1	0	0	2	0	0	0
NR_041457.1_Lactobacillus_camelliae_strain_MCH3-1_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	2	0	0	0	0	0	0	0	0
NR_041589.1_Lysinibacillus_parviboronicapiens_strain_BAM-582_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	6	29	0	0	0	0	13	0	0
NR_041497.1_{Clostridium}_sufflavum_strain_CDT-1_16S_ribosomal_RNA_gene__partial_sequence	184	0	1	0	2	1	4	0	59	0	0	207
NR_041521.1_Rummeliibacillus_pycnus_strain_NBRC_101231_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	6	48	0	0	3	0	1	0	0
NR_041498.1_Lactobacillus_hayakitensis_strain_KBL13_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	3	0	3	0	0	0	0	228	0
NR_041527.1_Citrobacter_youngae_strain_GTC_1314_16S_ribosomal_RNA_gene__partial_sequence	0	3	0	6	0	0	0	1	0	1	0	0
NR_041666.1_Dialister_succinatiphilus_strain_YIT_11850_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	11	4	0	0	15	0	1	48	0
NR_041592.1_Pseudomonas_marincola_strain_KMM_3042_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	2	0	0
NR_041590.1_Megamonas_funiformis_strain_YIT_11815_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	2	0	0	0	0
NR_041611.1_Lactobacillus_ruminis_strain_NBRC_102161_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	2	0
NR_041795.1_Clostridium_subterminale_strain_DSM_6970_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	111	4	0	0	0	0	0	0	0
NR_041778.1_Desulfovibrio_piger_strain_ATCC_29098_16S_ribosomal_RNA_gene__complete_sequence	29	0	33	6	4	5	1	1	31	1	1	38
NR_041769.1_Bordetella_avium_strain_ATCC_35086_16S_ribosomal_RNA_gene__complete_sequence	0	5	0	0	0	0	0	0	0	0	0	0
NR_041810.1_Pasteurella_multocida_subsp._septica_strain_CCUG_17977_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	2	7	0	0	1	0	3	0	0
NR_041954.1_Prevotella_brevis_strain_GA33_16S_ribosomal_RNA_gene__complete_sequence	0	153	0	167	31	0	0	421	0	0	1	0
NR_041927.1_Escherichia_vulneris_strain_ATCC_33821_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	2	0	0
NR_041920.1_Lactobacillus_gasseri_strain_ATCC_33323_16S_ribosomal_RNA_gene__complete_sequence	1	0	0	1	0	0	0	0	0	0	0	0
NR_042008.1_Roseburia_hominis_strain_A2-183_16S_ribosomal_RNA_gene__complete_sequence	88	0	38	4	1	23	48	0	83	0	0	3
NR_042007.1_Roseburia_inulinivorans_strain_A2-194_16S_ribosomal_RNA_gene__complete_sequence	3	6	0	1	0	0	0	27	0	0	0	0
NR_041966.1_Brevundimonas_intermedia_strain_ATCC_15262_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	3	0	0
NR_042054.1_Enterococcus_faecium_strain_LMG_11423_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	1	0	6	0	0
NR_042021.1_Achromobacter_denitrificans_strain_DSM_30026_16S_ribosomal_RNA_gene__complete_sequence	0	3	0	0	0	0	0	0	0	3	0	0
NR_042049.1_Acinetobacter_venetianus_strain_ATCC_31012_16S_ribosomal_RNA_gene__complete_sequence	0	4	0	0	0	0	0	0	0	1	0	0
NR_042074.1_Eubacterium_pyruvativorans_strain_I-6_16S_ribosomal_RNA_gene__complete_sequence	1	0	0	0	0	0	0	0	0	0	11	0
NR_042131.1_Comamonas_aquatica_strain_LMG_2370_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	2	0	0
NR_042942.1_Treponema_porcinum_strain_14V28_16S_ribosomal_RNA_gene__partial_sequence	572	11	4676	417	47	0	336	73	32	0	2564	582
NR_042648.1_Bacillus_cecembensis_strain_PN5_16S_ribosomal_RNA_gene__complete_sequence	0	45	0	363	2	0	0	240	0	219	0	0
NR_042499.1_Bacteroides_xylanisolvens_strain_XB1A_16S_ribosomal_RNA_gene__partial_sequence	1	3	9	31	57	50	10	0	1	2	0	5
NR_042430.2_Wautersiella_falsenii_genomovar_1_strain_NF_993_16S_ribosomal_RNA_gene__partial_sequence	0	1283	0	21	3	0	0	0	0	1191	1	0
NR_042242.1_Lactobacillus_acidifarinae_strain_R-19065_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	25	2	0	0	0	0	0	378	0
NR_042150.1_Fibrobacter_intestinalis_strain_NR9_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	25
NR_042187.1_Cloacibacterium_normanense_strain_NRS1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	3	0	0	1	0	0	0
NR_042241.1_Lactobacillus_zymae_strain_R-18615_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	4	0
NR_042229.1_Lactobacillus_homohiochii_strain_LMG_9478_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_042357.1_Catellicoccus_marimammalium_strain_M35_04_3_16S_ribosomal_RNA_gene__complete_sequence	0	1	0	9	2	0	0	2	0	0	0	0
NR_042356.1_Serratia_ureilytica_strain_NiVa_51_16S_ribosomal_RNA_gene__complete_sequence	0	4	0	0	0	0	0	0	0	0	0	0
NR_042345.1_Chryseobacterium_taichungense_strain_CC-TWGS1-8_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	2	0	0
NR_042272.1_Paenibacillus_barcinonensis_strain_BP-23_16S_ribosomal_RNA_gene__complete_sequence	0	2	0	0	0	0	0	0	0	0	0	0
NR_042421.1_Vulcanibacillus_modesticaldus_strain_BR_16S_ribosomal_RNA_gene__complete_sequence	0	1	0	0	0	0	0	0	0	0	0	0
NR_042367.1_Lactobacillus_apodemi_strain_ASB1_16S_ribosomal_RNA_gene__complete_sequence	0	2	0	0	3	0	0	2	0	0	2	0
NR_042436.1_Lactobacillus_coleohominis_strain_DSM_14060_16S_ribosomal_RNA_gene__partial_sequence	3	0	1	29	0	1	0	0	0	1	264	0
NR_042439.1_Lactobacillus_helveticus_strain_DSM_20075_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	16	2	0	0	0	0	0	1	0
NR_042464.1_Chryseobacterium_hispanicum_strain_VP48_16S_ribosomal_RNA_gene__partial_sequence	0	4	0	0	0	0	0	0	0	0	0	0
NR_042456.1_Lactobacillus_parabrevis_strain_LMG_11984_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	2	0
NR_042540.1_Flavobacterium_ceti_strain_454-2_16S_ribosomal_RNA_gene__complete_sequence	0	13	0	0	0	0	0	0	0	50	0	0
NR_042517.2_Chryseobacterium_hominis_strain_NF802_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	11	0	0
NR_042507.1_Chryseobacterium_indologenes_strain_LMG_8337_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	0	0	0
NR_042523.1_Lactobacillus_secaliphilus_strain_TMW_1.1309_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	2	0	0	0	0	0	0	27	0
NR_042569.1_Stenotrophomonas_terrae_strain_R-32768_16S_ribosomal_RNA_gene__partial_sequence	0	182	0	0	0	0	0	0	0	7	0	0
NR_042589.1_Ochrobactrum_pseudogrignonense_strain_CCUG_30717_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	2	0	0
NR_042832.1_Roseburia_faecis_strain_M72_1_16S_ribosomal_RNA_gene__partial_sequence	457	1	180	12	1	69	71	12	47	0	54	60
NR_042797.1_Treponema_berlinense_strain_7CPL208_16S_ribosomal_RNA_gene__partial_sequence	0	0	52	1	1	0	304	0	50	1	1	1845
NR_042759.1_Aeriscardovia_aeriphila_strain_T6_16S_ribosomal_RNA__partial_sequence	54	0	7	0	0	171	10	0	46	0	0	0
NR_042745.1_Bacteroides_massiliensis_strain_B84634_16S_ribosomal_RNA_gene__partial_sequence	9	0	9	0	0	24	6	0	11	0	0	10
NR_042650.1_Biostraticola_tofi_strain_BF36_16S_ribosomal_RNA_gene__partial_sequence	0	7	0	0	0	0	0	0	0	6	0	0
NR_042785.1_Methanobrevibacter_millerae_strain_ZA-10_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	21	67	0	0	0	0	3	0	167
NR_042784.1_Methanobrevibacter_ruminantium_strain_M1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	1	0	0	0
NR_042817.1_Akkermansia_muciniphila_strain_Muc_16S_ribosomal_RNA_gene__complete_sequence	39	1	53	0	0	552	0	0	4	0	1	78
NR_042824.1_Collimonas_arenae_strain_NCCB_100031_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	1	0	0	0	0
NR_042887.1_Pasteurella_pneumotropica_strain_NCTC_8141_16S_ribosomal_RNA_gene__partial_sequence	0	12	0	69	32	0	0	38	0	31	1	0
NR_042876.1_Aggregatibacter_aphrophilus_strain_CCUG_3715_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	1	0
NR_042878.1_Haemophilus_parainfluenzae_strain_CCUG_12836_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	2	0	0	1	0	2	0	0
NR_042925.1_Chryseobacterium_balustinum_16S_ribosomal_RNA_gene__partial_sequence	0	10	0	0	0	0	0	0	0	0	0	0
NR_043142.1_Flavonifractor_plautii_strain_Prevot_S1_16S_ribosomal_RNA_gene__partial_sequence	120	0	55	3	1	46	72	0	50	0	0	26
NR_043115.1_Pseudomonas_argentinensis_strain_CH01_16S_ribosomal_RNA_gene__complete_sequence	0	150	0	2	1	0	0	0	0	280	0	0
NR_042953.1_Anaerosporobacter_mobilis_strain_IMSNU_40011_16S_ribosomal_RNA_gene__partial_sequence	607	3	101	511	77	9	85	1	47	0	0	18
NR_043084.1_Bacillus_koreensis_strain_BR030_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	2	13	0	0	0	0	0	0	0
NR_043024.1_Methanobrevibacter_olleyae_strain_KM1H5-1P_16S_ribosomal_RNA_gene__partial_sequence	454	11	2	69	22	0	76	3	568	0	98	0
NR_043015.1_Bacillus_litoralis_strain_SW-211_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	2	0	0	0	0	0	0	0	0
NR_043317.1_Parabacteroides_goldsteinii_strain_WAL_12034_16S_ribosomal_RNA_gene__partial_sequence	0	4	0	1	1	0	2	0	18	1	0	0
NR_043291.1_Pediococcus_ethanolidurans_strain_Z-9_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	57	0
NR_043287.1_Lactobacillus_amylovorus_strain_DSM_20531_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	2	0
NR_043421.1_Pseudomonas_mendocina_strain_NCIB_10541_16S_ribosomal_RNA_gene__complete_sequence	0	10	0	0	0	0	0	0	0	2	0	0
NR_102944.1_Alistipes_finegoldii_strain_DSM_17242_16S_ribosomal_RNA_gene__complete_sequence	42	0	229	0	3	177	32	0	8	0	0	14
NR_044972.1_Sporobacter_termitidis_strain_SYR_16S_ribosomal_RNA_gene__complete_sequence	1516	75	1387	138	140	980	2503	55	1311	1	25	1485
NR_043551.1_Lactonifactor_longoviformis_strain_ED-Mt61_PYG-s6_16S_ribosomal_RNA_gene__partial_sequence	513	42	201	31	48	168	278	11	386	0	10	77
NR_043459.1_Neisseria_zoodegmatis_strain_LMG_23012_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_044048.1_Coprococcus_comes_strain_ATCC_27758_16S_ribosomal_RNA_gene__partial_sequence	998	0	225	0	2	1263	336	0	578	0	0	46
NR_043726.1_Brevundimonas_terrae_strain_KSL-145_16S_ribosomal_RNA_gene__partial_sequence	0	377	0	8	1	0	0	0	0	316	0	0
NR_043720.1_Paenisporosarcina_quisquiliarum_strain_SK_55_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	3	0	0	0	0	0	0	0
NR_043681.1_{Clostridium}_citroniae_strain_RMA_16102_16S_ribosomal_RNA_gene__partial_sequence	1	0	3	0	0	2	4	0	0	0	0	0
NR_043621.1_Herbaspirillum_rhizosphaerae_strain_UMS-37_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_043680.1_{Clostridium}_aldenense_strain_RMA_9741_16S_ribosomal_RNA_gene__partial_sequence	0	0	1	0	0	0	0	0	0	0	0	0
NR_043682.1_Bacillus_kribbensis_strain_BT080_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_043876.1_Paenibacillus_zanthoxyli_strain_JH29_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	1	0	0
NR_043751.1_Morganella_morganii_subsp._sibonii_strain_DSM_14850_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	88	0	0
NR_043875.1_Thiohalophilus_thiocyanatoxydans_strain_HRhD_2_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_043775.1_Moryella_indoligenes_strain_AIP_220.04_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	2	0	0	0	0	0	0	0	0
NR_043995.1_Aureimonas_ureilytica_strain_5715S-12_16S_ribosomal_RNA_gene__partial_sequence	1	0	0	0	0	0	1	0	0	0	0	0
NR_043983.1_Luteimonas_composti_strain_CC-YY255_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	0	0	0
NR_044008.1_Syntrophomonas_zehnderi_strain_OL-4_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	6	0	0	0	0	0
NR_044289.1_{Clostridium}_lavalense_strain_CCRI-9842_16S_ribosomal_RNA_gene__partial_sequence	2042	14	143	39	24	98	1394	1	682	0	0	75
NR_044179.1_Paenibacillus_provencensis_strain_4401170_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	0	0	0
NR_044153.1_Veillonella_denticariosi_strain_RBV106_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	1	0
NR_044073.1_Planococcus_donghaensis_strain_JH1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_044049.1_Coprococcus_eutactus_strain_ATCC_27759_16S_ribosomal_RNA_gene__partial_sequence	9	1	1	1	0	0	3	0	0	0	0	0
NR_044111.1_Selenomonas_bovis_strain_WG_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	2	0	0	0	0	0	0	0	0
NR_044193.1_Bacillus_ginsengi_strain_ge14_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	0	0	0
NR_044192.1_Bacillus_beijingensis_strain_ge10_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	1	0	0	0	0	0	0	0
NR_044189.1_Streptococcus_henryi_strain_126_16S_ribosomal_RNA_gene__partial_sequence	0	0	1	0	2	0	0	0	0	0	1	0
NR_044269.1_Daeguia_caeni_strain_K107_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	3	0	0
NR_044195.1_Aureimonas_frigidaquae_strain_CW5_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	1
NR_044265.1_Ruminococcus_gauvreauii_strain_CCRI-16110_16S_ribosomal_RNA_gene__partial_sequence	4	3	0	1	0	3	2	0	4	0	0	2
NR_044616.1_Synergistes_jonesii_strain_78-1_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	23	0
NR_044425.1_Hydrogenoanaerobacterium_saccharovorans_strain_SW512_16S_ribosomal_RNA_gene__partial_sequence	0	0	3	2	4	2	0	0	0	0	0	0
NR_044355.1_Massilia_aerilata_strain_5516S-11_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	0	0	0	0	0	0	49	0	0
NR_044322.1_Aquabacterium_fontiphilum_strain_CS-6_16S_ribosomal_RNA_gene__partial_sequence	0	7	0	0	1	0	0	0	0	7	0	0
NR_044338.1_Arthrobacter_soli_strain_SYB2_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	2	0	0
NR_044370.1_Salmonella_enterica_subsp._indica_strain_DSM_14848_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	2	0	4	0	0
NR_044357.1_Lactococcus_chungangensis_strain_CAU_28_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	2	0	0	0	0	0	0	0	0
NR_044420.1_Anaerobacillus_alkalidiazotrophicus_strain_MS_6_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	2	0	0
NR_044407.1_Prevotella_histicola_strain_T05-04_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	1	0
NR_044386.1_Clostridium_amylolyticum_strain_SW408_16S_ribosomal_RNA_gene__complete_sequence	0	0	2	0	0	0	0	0	0	0	0	0
NR_044390.1_Pseudomonas_duriflava_strain_HR2_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	0	0	0	0	0	0	0	0	0
NR_044525.1_Paenibacillus_tundrae_strain_A10b_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	4	0	0
NR_044490.1_Butyricicoccus_pullicaecorum_strain_25-3_16S_ribosomal_RNA_gene__partial_sequence	2	0	1	2	2	1	8	0	0	0	0	1
NR_044475.1_Leucobacter_chironomi_strain_MM2LB_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0
NR_044546.1_Bacillus_nealsonii_strain_DSM_15077_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	1	0	1	0	0	0	0	0	0
NR_044645.2_Dorea_formicigenerans_strain_ATCC_27755_16S_ribosomal_RNA_gene__complete_sequence	77	0	141	0	1	109	160	0	121	1	0	142
NR_044644.2_Eubacterium_desmolans_strain_ATCC_43058_16S_ribosomal_RNA_gene__complete_sequence	0	0	11	0	0	0	2	0	0	0	1	0
NR_044713.2_Acetitomaculum_ruminis_strain_139B_16S_ribosomal_RNA_gene__complete_sequence	3	0	1	0	1	9	0	0	0	0	0	0
NR_044660.3_{Streptococcus}_pleomorphus_strain_60B_16S_ribosomal_RNA_gene__partial_sequence	29	0	0	42	3	5	3	0	0	0	148	0
NR_044786.1_Methanobrevibacter_smithii_strain_PS_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	2	1	246	138	1	909	0	15	0
NR_044731.2_{Eubacterium}_biforme_strain_DSM_3989_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_044799.1_Raoultella_ornithinolytica_strain_CIP_103364_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	2	0	0	0	0	0	0	0	0
NR_044790.1_Methanobrevibacter_wolinii_strain_SH_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	1	0
NR_044939.1_Vagococcus_salmoninarum_strain_CCUG_33394_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	1	2	0	0	0	0	0	0	0
NR_074755.1_Treponema_succinifaciens_strain_DSM_2489_16S_ribosomal_RNA_gene__complete_sequence	0	4	0	2	1	0	0	0	0	0	0	637
NR_074399.1_Ruminococcus_albus_strain_7_16S_ribosomal_RNA_gene__complete_sequence	74	4	53	7	6	6	27	3	12	0	0	1197
NR_074333.1_Ethanoligenens_harbinense_strain_YUAN-3_16S_ribosomal_RNA_gene__complete_sequence	0	0	2	0	0	0	1	0	0	0	0	1
NR_074323.1_Methanosphaera_stadtmanae_strain_DSM_3091_rrnA_operon__partial_sequence__and_16S_ribosomal_RNA_gene__complete_sequence	88	5	0	0	2	2	21	1	14	0	376	21
NR_074266.1_Agrobacterium_fabrum_strain_C58_16S_ribosomal_RNA_gene__complete_sequence	0	55	0	0	0	0	0	0	0	1	0	0
NR_044976.1_Lelliottia_nimipressuralis_strain_LMG_10245_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	2	0	0
NR_074098.1_Melissococcus_plutonius_strain_ATCC_35311_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	1	0	0	0	0	0	0	0	0
NR_074114.1_Elusimicrobium_minutum_strain_Pei191_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	1	18	0	0	0	0	0	0
NR_074398.1_Sulfuricurvum_kujiense_strain_DSM_16994_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	1	0	0	0	0
NR_074535.1_Odoribacter_splanchnicus_strain_DSM_220712_16S_ribosomal_RNA_gene__complete_sequence	3	0	5	0	0	9	2	0	0	0	0	8
NR_074414.1_Olsenella_uli_strain_DSM_7084_16S_ribosomal_RNA_gene__complete_sequence	1	12	0	2	0	0	0	51	0	1	130	0
NR_074408.1_Corynebacterium_kroppenstedtii_strain_DSM_44385_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	2	0	0	1	0
NR_074634.1_Eubacterium_rectale_strain_ATCC_33656_16S_ribosomal_RNA_gene__complete_sequence	151	0	22	4	5	12	20	1	7	1	1	5
NR_074613.1_{Eubacterium}_eligens_strain_ATCC_27750_16S_ribosomal_RNA_gene__complete_sequence	8	0	1	0	0	0	2	0	0	0	0	1
NR_074568.1_Rothia_dentocariosa_strain_ATCC_17931_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	2	5	0	0	1	0	1	0	0
NR_074693.1_Methylotenera_versatilis_strain_301_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	2	0	3	0	0
NR_074652.1_Lachnoclostridium_phytofermentans_strain_ISDg_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	1	0	0	0	0	0
